mu,sigma,centroid_defect,log_mass_ratio
0.14166666666666666,0.018000000000000002,0.08033895369222151,0.012490186090346021
0.14583333333333334,0.018000000000000002,0.04696005119565179,0.016302006807983247
0.15000000000000002,0.018000000000000002,0.03646000923472073,0.02019242578824642
0.15416666666666667,0.018000000000000002,0.036634561603237935,0.023356854634016138
0.15833333333333333,0.018000000000000002,0.06328246699150412,0.02829078555981581
0.1625,0.018000000000000002,3.3381674874516234,-10.875639937004168
0.16666666666666669,0.018000000000000002,0.0,-10.875639937004168
0.17083333333333334,0.018000000000000002,0.0,-10.875639937004168
0.175,0.018000000000000002,0.0,-10.875639937004168
0.17916666666666667,0.018000000000000002,0.0,-10.875639937004168
